palabra,tipo,significado
LASTRE,m.,"Piedra, arena, agua u otra cosa de peso que se pone en el fondo de la embarcación, a fin de que esta entre en el agua hasta donde convenga; también se pone en la barquilla de los globos para que asciendan o desciendan más rápidamente. / Juicio, peso, madurez. / Rémora, impedimento para llevar algo a buen término.
S. impedimento, embarazo, obstáculo, estorbo, traba, freno, óbice
A. ayuda, facilidad, favor, aptitud
C. Si no te divorcias pronto tu marido será el lastre que jamás te dejará progresar.
(1) Piedra de mala calidad resquebrajadas, ancha y de poco grueso, que está en la superficie de la cantera, y solo sirve para las obras de mampostería."
LASO,adj.,"Cansado, desfallecido, falto de fuerzas. / Flojo y macilento.
S. abatido, deprimido, cansado, agobiado, abrumado, lánguido, fatigado, baldado
A. fortalecido, curtido, animado
C. Se ve tan laso, mejor le dejamos descansar."
LATENTE,adj.,"Oculto y escondido.
S. disfrazado, secreto, recóndito, arcano, enmascarado
A. patente, visible, ostensible, palmario, notorio
C. Sé que tiene algo latente que no cuenta a nadie."
LATIFUNDIO,m.,"Finca rústica de gran extensión.
S. fundo, hacienda, heredad, rancho, propiedad, dominio, territorio, campo, plantación, inmensidad, extensión
C. Romario viviía en el latifundio de sus abuelos en donde podía pasear a caballo en las vasta extensiones del lugar."
LATO,adj.,"Dilatado, extendido. / Aplícase al sentido que por extensión se da a las palabras, sin que exacta o rigurosamente les corresponda.
S. extenso, amplio, difundido, ancho, grande
A. sucinto, breve, corto, conciso, escueto
C. El lato discurso del presidente ya lleva más de tres horas."
LATOSO,adj.,"Fastidioso, molesto, pesado. / Embustero. / Pedante (que hace vano alarde de erudición).
S. jactancioso, presuntuoso, fatuo, vanidoso, orondo, vano, engreído, petulante, orgulloso, pedante, encopetado, heuco, creído, insolente, impertinente, cargante, estirado, tieso, erguido, empinado, fachendoso, farolero, entonado, mico, figurante, currutaco, gomoso, repulido, palangana
A. prudente, sencillo, natural, sincero, afable, campechano, humilde, cándido
C. Lo más latoso del viaje fue tener que soportar quince horas mirando el agreste paisaje."
LATRÍA,f.,"Reverencia, culto y adoración que solo se debe a Dios.
S. fervor, idolatría, devoción, respeto, dilección, éxtasis, enaltecimiento
A. maldición, imprecación, abominación, execración, pestes, reniego, injuria, denuesto, repulsa
C. Durante la misa el sacerdote realizó todo el culto de latría."
LATROCINIO,m.,"Acción propia de un ladrón o de quien defrauda a alguien gravemente.
S. estafa, fraude, timo, abuso, rapiña, atraco, depredación, despojo, pillaje, saqueo, robo, hurto, rapacidad, escamoteo, sisa, desfalco, rapacería
A. restitución, devolución, honradez, redención, reembolso, reintegro, reversión
C. Cometió un grave latrocinio al robar el bolso a una mujer embarazada."
LAUCHA,f.,"Ratón. / Persona astuta.
S. roedor, pericote, taimado, sagaz, avisado, avispado, artero, malicioso, listo, sutil, perspicaz, marrullero
A.torpe, inepto, ingenuo, cándido, inocente, incauto, inexperto, candoroso, crédulo, infantil, confiado, bonachón, bobalicón
C. En la ratonera quedó atrapado una laucha de grandes bigotes."
LAÚD,m.,"Instrumento musical de cuerda. / Embarcación pequeña del Mediterráneo. / Tortuga marina de concha coriácea y con siete líneas salientes a lo largo del carapacho, que se asemejan a las cuerdas del laúd. 
S. bandurria, arpa, cítara, gabarra, pinaza, falúa, lancha, chalupa, fuste, batel, barcaza, chinchorro, góndola, balsa, goleta, velero, corbeta
C. Le gustaba tocar todo instrumento musical de cuerda pero sobre todo le encantaba el laúd."
LÁUDANO,m.,"Preparación compuesta de vino blanco, opio, azafrán y otras sustancias. / Extracto de opio.
S. sedante, alcaloide, narcótico, estupefaciente, tóxico
C. En las antiguas cantinas de opio de oriente era corriente ver a los hombres intoxicados por el láudano, producto de aquella inefable planta."
LAUDABLE,adj.,"Digno de alabanza.
S. loable, plausible, meritorio, laudatorio, digno, estimable
A. abominable, detestable, execrable, aborrecible, repugnante, ominoso
C. Fue laudable su enorme desprendimiento para ayudar a los más necesitados."
LAUDE,f.,"Lápida o piedra que se pone en la sepultura, por lo común con inscripción o escudo de armas.
S. losa, piedra, inscripción, mármol, tumba
C. Se mandó a colocar el laude con la hermosa figura del escudo de armas sobre la tumba del caballero. 
(1) Una de las partes del oficio divino, que se dice después de maitines."
LAUREAR,v.,"Coronar con laurel. / Premiar, honrar.
S. enaltecer, glorificar, ensalzar, engrandecer, recompensar, condecorar, galardonar
A. deshonrar, humillar, despreciar, desconocer, ignorar
C. El director será el encargado de laurear a los alumnos que ganaron el campeonato nacional."
LAUTO,adj.,"Rico, espléndido, opulento.
S. valioso, fructuoso, cuantioso, copioso, pingüe, feraz, fecundo, próspero, floreciente, progresivo, magnífico, excelente, fastuoso, lujoso, caro, querido
A. pobre, menesteroso, inope, mendigo, necesitado, arruinado, falto, escaso, infecundo, estéril, yermo, vulgar, sencillo
C. Se volvió tan lauto cuando ganó la lotería que jamás tendrá que preocuparse del dinero."
LAVABO,m.,"Pila con grifos y otros accesorios que se utiliza para lavarse. / Cuarto dispuesto para el aseo personal. / Retrete dotado de instalaciones para orinar y evacuar el vientre.
S. jofaina, palangana, lavamanos, lavatorio, porcelana, tazón, jabonera, fregadero, tocador, excusado, servicio, baño, aseo, pila, artesa, tina, pilón, lavadero
C. Se fue a lavar las manos al lavabo del baño."
LAVANDA,f.,"Perfume que se extrae de la planta lavándula.
S. lavándula, loción, aroma, bálsamo, esencia, sahumerio, emanación, colonia
A. pestilencia, hedor, tufo, fetidez, peste, hediondez, emisión, efluvio
C. Se siente un agradable olor a lavanda."
LAXO,adj.,"Flojo, que no tiene la tensión que naturalmente debe tener. / Aplícase a la moral relajada, libre o poco sana.
S. caído, fláccido, desfallecido, extenuado, macilento, mustio, desfallecido, laso
A. resistente, tenso, rígido, tirante, tenaz
C. El músculo quedó laxo luego del accidente, deberá rehabilitarse para tener nuevamente la tensión deseada."
LAYA,f.,"Calidad, especie, clase. / Modernamente, se usa como despectivo.
S. calaña, índole, condición, jaez, estofa, ralea, cualidad
C. Todos los varones son de la misma laya, engañan y decepcionan a las mujeres.
(1) Instrumento de hierro con cabo de madera, que sirve para labrar la tierra y revolverla."
LAZARILLO,m.,"Muchacho que guía y dirige a un ciego. / Persona o animal que guía o acompaña a otra necesitada de ayuda.
S. destrón, ayudante, auxiliar
C. El ciego tenía un perro lazarillo que le ayudaba al salir a la calle."
LÁZARO,m.,"Pobre andrajoso.
S. indigente, necesitado, menesteroso, desheredado, infortunado, menguado, inope, pingajoso
A. acaudalado, potentado, rico, creso, adinerado, rico, opulento, privilegiado
C. Durmiendo en las calles y vistiendo ropas recosidas vive el lázaro en la ciudad."
LECHAL,adj.,"Animal, especialmente de un cordero: Que mama. / Planta o de un fruto: Que tiene un zumo blanco semejante a la leche.
S. ternero, becerro, novillo, recental, borro, borrego
C. El cordero lechal tiene una carne muy poco grasienta y, sobre todo, muy tierna, pues sus músculos están compuestos de fascículos muy pequeños que se digieren perfectamente."
LECHECILLAS,f.,"Mollejas de cabrito, cordero, ternera, etc. / Entrañas del animal.
S. buches, médula, órganos, vísceras
C. Lo más recomentable es deshacerse de las lechecillas del animal beneficiado en el matadero."
LECHUGUINO,m.,"Lechuga pequeña antes de ser trasplantada. / Muchacho imberbe que se mete a galantear aparentando ser hombre hecho. / Hombre joven que se compone mucho y sigue rigurosamente la moda.
S. figurín, elegante, majo, sibarita, coqueto, mozo, galano
A. desaliñado, pingajoso, sucio, sencillo
C. Como todo lechuguino Gerardo siempre viste a la moda."
LECTIVO,adj.,"Tiempo destinado para dar lección en los establecimientos de enseñanza.
S. escolaridad, enseñanza, estudios, asignatura
C. El horario lectivo de la universidad suele ser por las  mañanas mientras que en las tardes se supone que el estudiante debe estudiar en su casa."
LEDO,adj.,"Alegre, contento, plácido. Se usa en poesía.
S. jubiloso, gozoso, ufano, radiante, feliz
A. triste, afligido, apenado, doliente, amargado
C. Estoy tan ledo ver a mi amada otra vez volver a la vida con ansias de eternidad."
LEGAJO,m.,"Atado de papeles, o conjunto de los que están reunidos por tratar de una misma materia.
S. pliego, documentación, mamotrero, documentos, expediente, atado, manojo, lío, carpeta, cartapacio
C. El secretario trajo un legajo enorme donde se consignaban todos los documentos en relación al caso."
LEGIBLE,adj.,"Que se puede leer.
S. Inteligible, comprensible, leíble, explícito, asequible, fácil
A. ininteligible, abstruso, confuso, abstruso, enmarañado
C. Veo que mejoraste en caligrafía pues tu letra ahora sí es legible."
LEGISTA,com.,"Persona versada en leyes o profesor de leyes o de jurisprudencia. / Persona que estudia jurisprudencia o leyes.
S. jurista, abogado, juriconsulto, letrado, asesor, jurisperito, mediador, defensor
C. El encargado de enseñarnos derecho romano fue un erudito legista extranjero."
LEGO,adj.,"Que no tiene órdenes clericales. / Falto de letras o noticias. / En los conventos de religiosos, el que siendo profeso, no tiene opción a las sagradas órdenes.
S. laico, profeso, servidor, novicio, inculto, ignorante
A. conocedor, ducho, versado, leído, culto
C. Como recién llegado era lego en el asunto, era mejor ponerlo al corriente."
LEGULEYO,m.,"Persona que trata de leyes no conociéndolas sino vulgar y escasamente.
S. abogaducho, licenciaducho
C. Este leguleyo nisiquiera terminó el primer año de derecho, así que no le hagas caso."
LEGUMBRE,f.,"Todo género de fruto o semilla que se cría en vainas. / Cualquier planta que se cultiva en las huertas.
S. hortaliza, verdura, planta, vegetal, grano
C. El hortelano se dedicó a sembrar un solo tipo de legumbre."
LEITMOTIV,m.,"Tema musical dominante y recurrente en una composición. / Motivo central o asunto que se repite, especialmente de una obra literaria o cinematográfica.
S. asunto, fondo, argumento, trama, contenido, quid, cuestión, eje, programa, plan esquema
C. Uno de los tantos leitmotiv de Jorge Luis Borges fue el tiempo."
LELO,adj.,"Fatuo, simple y como pasmado.
S. vano, simplón, pazguato, necio, memo, sandio
A. astuto, timorato, hábil, ladino, sagaz
C. Se quedó lelo al verla con ese traje tan provocativo."
LEMPO,adj.,"Ave oscura, de plumas negras. / Persona de color moreno.
S. moruno, cobrizo, cetrino, terroso, pardo, oscuro, tostado, quemado, moro
A. rubio, blanco, güero, blondo, bermejo, rubicundo, oxigenado, royo, rucio, sonrosado, leonado, claro
C. El ser lempo es la característica más común en la gente de chincha."
LENCERÍA,f.,"Conjunto de lienzos de distintos géneros. / Tráfico que se hace con ellos. / Tienda de lienzos. / Lugar de una población en que hay varias de estas tiendas. / Lugar donde en ciertos establecimientos, como los colegios, los hospitales, etc., se guarda la ropa blanca. / Ropa interior femenina. / Tienda en donde se vende.
S. calzón, leonas, bragas, calcillas
C. Marcela compró lencería fina para lucirla a su esposo en la intimidad."
LENE,adj.,"Suave o blando al tacto.
S. tierno, benigno, agradable, dúctil, ligero
A. duro, áspero, rugoso, macizo, sólido
C. El algodón presenta una lene estructura que puede dañarse fácilmente."
LENEAS,f.,"Fiestas atenienses en honor de Baco, durante las cuales se efectuaban certámenes dramáticos.
S. bacanal, festividad, romería, festival, feria, luminaria
C. Durante las leneas se solían representar las distintas mitologías de Baco."
LENGÜETEAR,v.,"Dar pasadas con la lengua. / Chismorrear.
S. lamer, relamer laminar, besar, acariciar, chismosear
C. le gustaba lengüetear el helado hasta acabárselo lentamente."
LENITIVO,adj.,"Que tiene virtud de ablandar y suavizar. / Medicamento que sirve para ablandar o suavizar. / Medio para mitigar los sufrimientos del ánimo.
S. calmante, sedante, atenuante, paliativo, bálsamo, analgésico, consuelo
A. excitante, ponzoñoso
C. Espero que esta salida a la dicoteca sea el lenitivo que necesitabas para que dejes de sufrir por ella."
LEÑOSO,adj.,"Parte más consistente de los vegetales. / Hablando de arbustos, plantas, etc., que tiene dureza y consistencia.
S. duro, fuerte, reacio, fibroso, nervudo, resistente
A. débil, lábil, frágil, delicado
C. Pero sí que fue muy difícil cortar el leñoso tronco de eucalipto."
LEONINO,adj.,"Perteneciente o relativo al león. / Persona nacida bajo el signo zodiacal de Leo. / Dicho especialmente de una condición o de un contrato: Ventajoso para una sola de las partes. / Especie de lepra en que la piel toma el aspecto de la del león.
S. arbitrario, injusto, abusivo, inmoderado, exorbitante, desventajoso
A. justo, equitativo, medido, adecuado, ventajoso
C. El contrato leonino estipula que solo se quedará con diez por ciento de los inmuebles, lo cual es obviamente injusto.
(2) Perteneciente o relativo a alguno de los papas que llevaron el nombre de León."
LÉPERO,adj.,"Soez, ordinario, poco decente. / Astuto, perspicaz. / Muy pobre, sin recursos. / Ladrón.
S. grosero, rudo, basto, chocarrero, tosco, bruto, agreste, cerrril, insociable, bárbaro, salvaje, descortés, desatento, incivil, imperinente, malhablado, jifero, cernícalo, gañán, inatento, villano, vil, taimado, ladino, sagaz, sutil, artero, malicioso, listo, marrullero, socarrón, cuco, zamacuco, cauteloso, pérfido, pícaro, fullero, engañoso, artificioso, hábil, diestro, candongo, caimán, inope, miserable, necesitado, indigente, desheredado, menguado, misérrimo, sisón, cortabolsas, cleptómano, randa, manilargo, picador, ratero, caco, rata, carterista, robador, ganzúa, tomador, escalador, petardista, fullero, salteador, bandolero, malhechor, maleante
A. educado, sociable, respetuoso, civil, considerado, amable, afable, atento, simpático, agradable, cordial, decente, suave, fino, delicado, refinado, ingenuo, cándido, inocente, sencillo, bonachón, iluso, crédulo, creso, rico, acaudalado, adinerado, opulento, recto, probo, honrado, incorruptible, íntegro, intachable
C. Con lo lépero que es no puede ni comprarse un pan para paliar su hambre."
LERDO,adj.,"Pesado y torpe en el andar. / Tardo y torpe para comprender o ejecutar una cosa.
S. tardo, asno, burro, torpe, tarugo, cernícalo, memo, lelo
A. astuto, hábil, avispado, taimado, ladino, sutil 
C. El nuevo empleado es un lerdo que demora más de lo normal en comprender lo que se le ordena."
